date,time,temperature_F,humidity_%,pressure_in,condition
9/1/2024,9:30 AM,82 °F,89%,29.79 in,Mostly Cloudy
9/1/2024,10:00 AM,84 °F,84%,29.81 in,Mostly Cloudy
9/1/2024,10:30 AM,84 °F,84%,29.79 in,Mostly Cloudy
9/1/2024,11:00 AM,86 °F,79%,29.79 in,Showers in the Vicinity
9/1/2024,11:30 AM,86 °F,79%,29.79 in,Mostly Cloudy
9/1/2024,12:00 PM,88 °F,75%,29.76 in,Mostly Cloudy
9/1/2024,12:30 PM,88 °F,75%,29.76 in,Mostly Cloudy
9/1/2024,1:00 PM,88 °F,70%,29.73 in,Mostly Cloudy
9/1/2024,1:30 PM,88 °F,75%,29.73 in,Mostly Cloudy
9/1/2024,2:00 PM,88 °F,70%,29.70 in,Mostly Cloudy
9/1/2024,2:30 PM,88 °F,70%,29.70 in,Mostly Cloudy
9/1/2024,3:00 PM,86 °F,74%,29.70 in,Mostly Cloudy
9/1/2024,3:30 PM,86 °F,74%,29.70 in,Mostly Cloudy
9/1/2024,4:00 PM,86 °F,74%,29.70 in,Mostly Cloudy
9/1/2024,4:30 PM,86 °F,74%,29.70 in,Mostly Cloudy
9/1/2024,5:00 PM,84 °F,79%,29.70 in,Mostly Cloudy
9/1/2024,5:30 PM,84 °F,79%,29.73 in,Mostly Cloudy
9/1/2024,6:00 PM,84 °F,79%,29.73 in,Mostly Cloudy
9/1/2024,6:30 PM,82 °F,84%,29.73 in,Light Rain
9/1/2024,7:00 PM,82 °F,84%,29.76 in,Light Rain
9/1/2024,7:30 PM,81 °F,89%,29.76 in,Mostly Cloudy
9/1/2024,8:00 PM,81 °F,89%,29.76 in,Mostly Cloudy
9/1/2024,8:30 PM,81 °F,89%,29.76 in,Light Rain
9/1/2024,9:00 PM,81 °F,89%,29.76 in,Light Rain
9/1/2024,9:30 PM,81 °F,89%,29.79 in,Mostly Cloudy
9/1/2024,10:00 PM,81 °F,89%,29.76 in,Light Rain
9/1/2024,10:30 PM,79 °F,94%,29.76 in,Mostly Cloudy
9/1/2024,11:00 PM,79 °F,94%,29.76 in,Mostly Cloudy
9/1/2024,11:30 PM,79 °F,94%,29.76 in,Mostly Cloudy
10/1/2024,12:00 AM,77 °F,94%,29.76 in,Mostly Cloudy
10/1/2024,12:30 AM,77 °F,94%,29.76 in,Mostly Cloudy
10/1/2024,1:00 AM,77 °F,94%,29.76 in,Mostly Cloudy
10/1/2024,1:30 AM,77 °F,94%,29.76 in,Partly Cloudy
10/1/2024,2:00 AM,77 °F,94%,29.73 in,Partly Cloudy
10/1/2024,2:30 AM,77 °F,94%,29.73 in,Partly Cloudy
10/1/2024,3:00 AM,75 °F,100%,29.73 in,Fair
10/1/2024,3:30 AM,75 °F,100%,29.70 in,Fair
10/1/2024,4:00 AM,75 °F,100%,29.70 in,Fair
10/1/2024,4:30 AM,75 °F,100%,29.70 in,Fair
10/1/2024,5:00 AM,75 °F,100%,29.70 in,Fair
10/1/2024,5:30 AM,75 °F,100%,29.73 in,Fair
10/1/2024,6:00 AM,75 °F,100%,29.73 in,Fair
10/1/2024,6:30 AM,75 °F,100%,29.73 in,Showers in the Vicinity
10/1/2024,7:00 AM,75 °F,100%,29.73 in,Light Rain
10/1/2024,7:30 AM,77 °F,100%,29.76 in,Light Rain
10/1/2024,8:00 AM,79 °F,100%,29.76 in,Light Rain
10/1/2024,8:30 AM,79 °F,100%,29.79 in,Light Rain
10/1/2024,9:00 AM,82 °F,89%,29.79 in,Mostly Cloudy
10/1/2024,9:30 AM,84 °F,84%,29.79 in,Mostly Cloudy
10/1/2024,10:00 AM,84 °F,84%,29.79 in,Mostly Cloudy
10/1/2024,10:30 AM,84 °F,84%,29.79 in,Mostly Cloudy
10/1/2024,11:00 AM,88 °F,79%,29.79 in,Mostly Cloudy
10/1/2024,11:30 AM,88 °F,79%,29.76 in,Partly Cloudy
10/1/2024,12:00 PM,88 °F,75%,29.76 in,Partly Cloudy
10/1/2024,12:30 PM,90 °F,70%,29.76 in,Partly Cloudy
10/1/2024,1:00 PM,90 °F,70%,29.73 in,Partly Cloudy
10/1/2024,1:30 PM,90 °F,66%,29.70 in,Partly Cloudy
10/1/2024,2:00 PM,90 °F,66%,29.70 in,Partly Cloudy
10/1/2024,2:30 PM,90 °F,66%,29.67 in,Partly Cloudy
10/1/2024,3:00 PM,90 °F,66%,29.67 in,Fair
10/1/2024,3:30 PM,90 °F,62%,29.67 in,Fair
10/1/2024,4:00 PM,88 °F,66%,29.67 in,Fair
10/1/2024,4:30 PM,88 °F,66%,29.67 in,Fair
10/1/2024,5:00 PM,86 °F,70%,29.67 in,Partly Cloudy
10/1/2024,5:30 PM,84 °F,74%,29.70 in,Partly Cloudy
10/1/2024,6:00 PM,84 °F,74%,29.70 in,Partly Cloudy
10/1/2024,6:30 PM,82 °F,79%,29.70 in,Fair
10/1/2024,7:00 PM,82 °F,79%,29.70 in,Fair
10/1/2024,7:30 PM,81 °F,84%,29.73 in,Fair
10/1/2024,8:00 PM,81 °F,84%,29.73 in,Partly Cloudy
10/1/2024,8:30 PM,81 °F,84%,29.76 in,Partly Cloudy
10/1/2024,9:00 PM,81 °F,84%,29.76 in,Partly Cloudy
10/1/2024,9:30 PM,81 °F,84%,29.76 in,Partly Cloudy
10/1/2024,10:00 PM,81 °F,84%,29.76 in,Partly Cloudy
10/1/2024,10:30 PM,79 °F,89%,29.76 in,Partly Cloudy
10/1/2024,11:00 PM,77 °F,94%,29.76 in,Partly Cloudy
10/1/2024,11:30 PM,77 °F,89%,29.76 in,Partly Cloudy
11/1/2024,12:00 AM,77 °F,94%,29.76 in,Mostly Cloudy
11/1/2024,12:30 AM,77 °F,94%,29.76 in,Partly Cloudy
11/1/2024,1:00 AM,75 °F,100%,29.76 in,Partly Cloudy
11/1/2024,1:30 AM,75 °F,100%,29.76 in,Partly Cloudy
11/1/2024,2:00 AM,75 °F,94%,29.76 in,Partly Cloudy
11/1/2024,2:30 AM,75 °F,100%,29.73 in,Mostly Cloudy
11/1/2024,3:00 AM,75 °F,100%,29.73 in,Mostly Cloudy
11/1/2024,3:30 AM,75 °F,100%,29.73 in,Mostly Cloudy
11/1/2024,4:00 AM,75 °F,100%,29.73 in,Light Rain
11/1/2024,4:30 AM,77 °F,94%,29.73 in,Mostly Cloudy
11/1/2024,5:00 AM,75 °F,100%,29.73 in,Mostly Cloudy
11/1/2024,5:30 AM,75 °F,100%,29.73 in,Light Rain
11/1/2024,6:00 AM,75 °F,100%,29.73 in,Mostly Cloudy
11/1/2024,6:30 AM,75 °F,100%,29.76 in,Mostly Cloudy
11/1/2024,7:00 AM,75 °F,100%,29.76 in,Mostly Cloudy
11/1/2024,7:30 AM,77 °F,94%,29.76 in,Mostly Cloudy
11/1/2024,8:00 AM,77 °F,100%,29.79 in,Mostly Cloudy
11/1/2024,8:30 AM,81 °F,94%,29.81 in,Mostly Cloudy
11/1/2024,9:00 AM,81 °F,94%,29.81 in,Mostly Cloudy
11/1/2024,9:30 AM,84 °F,84%,29.81 in,Mostly Cloudy
11/1/2024,10:00 AM,84 °F,84%,29.81 in,Mostly Cloudy
11/1/2024,10:30 AM,86 °F,79%,29.81 in,Mostly Cloudy
11/1/2024,11:00 AM,88 °F,75%,29.81 in,Mostly Cloudy
11/1/2024,11:30 AM,88 °F,70%,29.79 in,Mostly Cloudy
11/1/2024,12:00 PM,90 °F,66%,29.79 in,Mostly Cloudy
11/1/2024,12:30 PM,90 °F,66%,29.79 in,Mostly Cloudy
11/1/2024,1:00 PM,90 °F,66%,29.76 in,Partly Cloudy
11/1/2024,1:30 PM,90 °F,62%,29.73 in,Partly Cloudy
11/1/2024,2:00 PM,90 °F,62%,29.73 in,Partly Cloudy
11/1/2024,2:30 PM,90 °F,62%,29.73 in,Partly Cloudy
11/1/2024,3:00 PM,90 °F,62%,29.70 in,Partly Cloudy
11/1/2024,3:30 PM,88 °F,62%,29.70 in,Partly Cloudy
11/1/2024,4:00 PM,86 °F,66%,29.73 in,Partly Cloudy
11/1/2024,4:30 PM,88 °F,66%,29.70 in,Partly Cloudy
11/1/2024,5:00 PM,86 °F,66%,29.70 in,Partly Cloudy
11/1/2024,5:30 PM,84 °F,74%,29.73 in,Partly Cloudy
11/1/2024,6:00 PM,84 °F,74%,29.73 in,Fair
11/1/2024,6:30 PM,82 °F,79%,29.73 in,Fair
11/1/2024,7:00 PM,82 °F,79%,29.73 in,Fair
11/1/2024,7:30 PM,81 °F,84%,29.76 in,Fair
11/1/2024,8:00 PM,81 °F,84%,29.76 in,Fair
11/1/2024,8:30 PM,81 °F,84%,29.79 in,Fair
11/1/2024,9:00 PM,81 °F,84%,29.79 in,Fair
11/1/2024,9:30 PM,81 °F,84%,29.79 in,Fair
11/1/2024,10:00 PM,79 °F,89%,29.79 in,Fair
11/1/2024,10:30 PM,77 °F,94%,29.79 in,Fair
11/1/2024,11:00 PM,75 °F,94%,29.79 in,Fair
11/1/2024,11:30 PM,75 °F,94%,29.79 in,Fair
12/1/2024,12:00 AM,75 °F,94%,29.79 in,Fair
12/1/2024,12:30 AM,75 °F,94%,29.79 in,Fair
12/1/2024,1:00 AM,75 °F,94%,29.79 in,Fair
12/1/2024,1:30 AM,75 °F,94%,29.76 in,Fair
12/1/2024,2:00 AM,75 °F,94%,29.76 in,Fair
12/1/2024,2:30 AM,73 °F,100%,29.76 in,Fair
12/1/2024,3:00 AM,73 °F,100%,29.73 in,Fair
12/1/2024,3:30 AM,73 °F,100%,29.73 in,Fair
12/1/2024,4:00 AM,73 °F,100%,29.76 in,Fair
12/1/2024,4:30 AM,73 °F,100%,29.76 in,Fair
12/1/2024,5:00 AM,73 °F,94%,29.73 in,Fair
12/1/2024,5:30 AM,73 °F,100%,29.73 in,Fair
12/1/2024,6:00 AM,73 °F,100%,29.76 in,Fair
12/1/2024,6:30 AM,73 °F,94%,29.76 in,Fair
12/1/2024,7:00 AM,73 °F,100%,29.76 in,Fair
12/1/2024,7:30 AM,75 °F,94%,29.76 in,Fair
12/1/2024,8:00 AM,77 °F,94%,29.79 in,Fair
12/1/2024,8:30 AM,79 °F,94%,29.79 in,Fair
12/1/2024,9:00 AM,82 °F,84%,29.79 in,Fair
12/1/2024,9:30 AM,82 °F,89%,29.79 in,Fair
12/1/2024,10:00 AM,84 °F,84%,29.79 in,Fair
12/1/2024,10:30 AM,86 °F,79%,29.79 in,Fair
12/1/2024,11:00 AM,88 °F,70%,29.79 in,Fair
12/1/2024,11:30 AM,88 °F,70%,29.79 in,Fair
12/1/2024,12:00 PM,88 °F,70%,29.76 in,Partly Cloudy
12/1/2024,12:30 PM,88 °F,70%,29.76 in,Partly Cloudy
12/1/2024,1:00 PM,88 °F,70%,29.76 in,Partly Cloudy
12/1/2024,1:30 PM,90 °F,66%,29.73 in,Partly Cloudy
12/1/2024,2:00 PM,90 °F,62%,29.73 in,Partly Cloudy
12/1/2024,2:30 PM,88 °F,62%,29.70 in,Fair
12/1/2024,3:00 PM,90 °F,59%,29.70 in,Fair
12/1/2024,3:30 PM,88 °F,62%,29.70 in,Fair
12/1/2024,4:00 PM,86 °F,66%,29.70 in,Fair
12/1/2024,4:30 PM,86 °F,66%,29.70 in,Fair
12/1/2024,5:00 PM,84 °F,70%,29.70 in,Fair
12/1/2024,5:30 PM,84 °F,70%,29.73 in,Fair
12/1/2024,6:00 PM,82 °F,74%,29.73 in,Fair
12/1/2024,6:30 PM,82 °F,74%,29.73 in,Fair
12/1/2024,7:00 PM,81 °F,79%,29.73 in,Fair
12/1/2024,7:30 PM,81 °F,79%,29.76 in,Fair
12/1/2024,8:00 PM,81 °F,84%,29.76 in,Fair
12/1/2024,8:30 PM,81 °F,84%,29.76 in,Fair
12/1/2024,9:00 PM,79 °F,89%,29.79 in,Fair
12/1/2024,9:30 PM,79 °F,89%,29.79 in,Fair
12/1/2024,10:00 PM,79 °F,89%,29.76 in,Fair
12/1/2024,10:30 PM,79 °F,89%,29.79 in,Fair
12/1/2024,11:00 PM,75 °F,94%,29.79 in,Fair
12/1/2024,11:30 PM,75 °F,94%,29.79 in,Fair
13/1/2024,12:00 AM,75 °F,94%,29.79 in,Fair
13/1/2024,12:30 AM,75 °F,94%,29.76 in,Fair
13/1/2024,1:00 AM,75 °F,94%,29.76 in,Fair
13/1/2024,1:30 AM,75 °F,94%,29.76 in,Fair
13/1/2024,2:00 AM,75 °F,94%,29.76 in,Fair
13/1/2024,2:30 AM,75 °F,94%,29.73 in,Fair
13/1/2024,3:00 AM,73 °F,100%,29.73 in,Fair
13/1/2024,3:30 AM,73 °F,100%,29.73 in,Fair
13/1/2024,4:00 AM,73 °F,100%,29.73 in,Fair
13/1/2024,4:30 AM,73 °F,100%,29.73 in,Fair
13/1/2024,5:00 AM,73 °F,100%,29.73 in,Fair
13/1/2024,5:30 AM,73 °F,100%,29.73 in,Fair
13/1/2024,6:00 AM,73 °F,100%,29.73 in,Fair
13/1/2024,6:30 AM,73 °F,100%,29.73 in,Fair
13/1/2024,7:00 AM,73 °F,100%,29.76 in,Fair
13/1/2024,7:30 AM,75 °F,94%,29.76 in,Fair
13/1/2024,8:00 AM,77 °F,94%,29.79 in,Fair
13/1/2024,8:30 AM,81 °F,89%,29.79 in,Fair
13/1/2024,9:00 AM,82 °F,84%,29.79 in,Fair
13/1/2024,9:30 AM,84 °F,79%,29.79 in,Fair
13/1/2024,10:00 AM,84 °F,84%,29.79 in,Partly Cloudy
13/1/2024,10:30 AM,86 °F,74%,29.79 in,Partly Cloudy
13/1/2024,11:00 AM,86 °F,74%,29.79 in,Partly Cloudy
13/1/2024,11:30 AM,88 °F,70%,29.79 in,Partly Cloudy
13/1/2024,12:00 PM,90 °F,62%,29.79 in,Partly Cloudy
13/1/2024,12:30 PM,90 °F,59%,29.76 in,Partly Cloudy
13/1/2024,1:00 PM,90 °F,55%,29.76 in,Partly Cloudy
13/1/2024,1:30 PM,90 °F,59%,29.73 in,Partly Cloudy
13/1/2024,2:00 PM,90 °F,55%,29.73 in,Partly Cloudy
13/1/2024,2:30 PM,90 °F,55%,29.70 in,Fair
13/1/2024,3:00 PM,88 °F,58%,29.70 in,Fair
13/1/2024,3:30 PM,88 °F,62%,29.70 in,Fair
13/1/2024,4:00 PM,88 °F,62%,29.70 in,Fair
13/1/2024,4:30 PM,86 °F,66%,29.70 in,Fair
13/1/2024,5:00 PM,86 °F,66%,29.73 in,Fair
13/1/2024,5:30 PM,86 °F,62%,29.73 in,Fair
13/1/2024,6:00 PM,84 °F,70%,29.73 in,Fair
13/1/2024,6:30 PM,82 °F,74%,29.73 in,Fair
13/1/2024,7:00 PM,81 °F,79%,29.76 in,Fair
13/1/2024,7:30 PM,81 °F,79%,29.76 in,Fair
13/1/2024,8:00 PM,79 °F,83%,29.76 in,Fair
13/1/2024,8:30 PM,79 °F,83%,29.79 in,Fair
13/1/2024,9:00 PM,79 °F,83%,29.79 in,Fair
13/1/2024,9:30 PM,77 °F,89%,29.79 in,Fair
13/1/2024,10:00 PM,77 °F,89%,29.79 in,Fair
13/1/2024,10:30 PM,75 °F,89%,29.79 in,Fair
13/1/2024,11:00 PM,75 °F,89%,29.79 in,Fair
13/1/2024,11:30 PM,75 °F,94%,29.79 in,Fair
14/1/2024,12:00 AM,73 °F,94%,29.79 in,Fair
14/1/2024,12:30 AM,73 °F,94%,29.79 in,Fair
14/1/2024,1:00 AM,73 °F,94%,29.79 in,Fair
14/1/2024,1:30 AM,73 °F,100%,29.79 in,Fair
14/1/2024,2:00 AM,73 °F,100%,29.76 in,Partly Cloudy
14/1/2024,2:30 AM,73 °F,94%,29.76 in,Partly Cloudy
14/1/2024,3:00 AM,73 °F,100%,29.76 in,Partly Cloudy
14/1/2024,3:30 AM,75 °F,94%,29.76 in,Partly Cloudy
14/1/2024,4:00 AM,75 °F,94%,29.76 in,Fair
14/1/2024,4:30 AM,73 °F,94%,29.76 in,Fair
14/1/2024,5:00 AM,73 °F,94%,29.76 in,Fair
14/1/2024,5:30 AM,73 °F,94%,29.76 in,Fair
14/1/2024,6:00 AM,72 °F,100%,29.76 in,Fair
14/1/2024,6:30 AM,72 °F,100%,29.76 in,Fair
14/1/2024,7:00 AM,72 °F,100%,29.79 in,Fair
14/1/2024,7:30 AM,73 °F,100%,29.79 in,Fair
14/1/2024,8:00 AM,77 °F,94%,29.79 in,Fair
14/1/2024,8:30 AM,81 °F,89%,29.81 in,Fair
14/1/2024,9:00 AM,82 °F,84%,29.81 in,Fair
14/1/2024,9:30 AM,82 °F,84%,29.81 in,Partly Cloudy
14/1/2024,10:00 AM,84 °F,79%,29.81 in,Partly Cloudy
14/1/2024,10:30 AM,86 °F,74%,29.81 in,Partly Cloudy
14/1/2024,11:00 AM,88 °F,70%,29.81 in,Partly Cloudy
14/1/2024,11:30 AM,86 °F,70%,29.81 in,Partly Cloudy
14/1/2024,12:00 PM,88 °F,66%,29.79 in,Partly Cloudy
14/1/2024,12:30 PM,88 °F,62%,29.79 in,Fair
14/1/2024,1:00 PM,88 °F,58%,29.76 in,Fair
14/1/2024,1:30 PM,88 °F,58%,29.76 in,Fair
14/1/2024,2:00 PM,90 °F,55%,29.73 in,Fair
14/1/2024,2:30 PM,90 °F,52%,29.73 in,Fair
14/1/2024,3:00 PM,88 °F,58%,29.73 in,Fair
14/1/2024,3:30 PM,88 °F,55%,29.73 in,Fair
14/1/2024,4:00 PM,88 °F,55%,29.73 in,Fair
14/1/2024,4:30 PM,86 °F,62%,29.73 in,Fair
14/1/2024,5:00 PM,86 °F,62%,29.73 in,Fair
14/1/2024,5:30 PM,84 °F,66%,29.73 in,Fair
14/1/2024,6:00 PM,82 °F,70%,29.73 in,Fair
14/1/2024,7:00 PM,81 °F,74%,29.76 in,Fair
14/1/2024,7:30 PM,81 °F,74%,29.76 in,Fair
14/1/2024,8:00 PM,79 °F,78%,29.79 in,Fair
14/1/2024,8:30 PM,79 °F,78%,29.79 in,Fair
14/1/2024,9:00 PM,77 °F,83%,29.79 in,Fair
14/1/2024,9:30 PM,77 °F,83%,29.79 in,Fair
14/1/2024,10:00 PM,77 °F,83%,29.79 in,Fair
14/1/2024,10:30 PM,75 °F,89%,29.81 in,Fair
14/1/2024,11:00 PM,75 °F,89%,29.79 in,Fair
14/1/2024,11:30 PM,75 °F,89%,29.79 in,Fair
15/1/2024,12:00 AM,75 °F,89%,29.79 in,Fair
15/1/2024,12:30 AM,73 °F,94%,29.79 in,Fair
15/1/2024,1:00 AM,73 °F,94%,29.76 in,Partly Cloudy
15/1/2024,1:30 AM,73 °F,94%,29.76 in,Partly Cloudy
15/1/2024,2:00 AM,75 °F,94%,29.76 in,Partly Cloudy
15/1/2024,2:30 AM,75 °F,94%,29.73 in,Mostly Cloudy
15/1/2024,3:00 AM,75 °F,94%,29.73 in,Mostly Cloudy
15/1/2024,3:30 AM,75 °F,94%,29.73 in,Mostly Cloudy
15/1/2024,4:00 AM,75 °F,94%,29.73 in,Mostly Cloudy
15/1/2024,4:30 AM,75 °F,94%,29.73 in,Mostly Cloudy
15/1/2024,5:00 AM,75 °F,94%,29.73 in,Mostly Cloudy
15/1/2024,5:30 AM,75 °F,94%,29.73 in,Mostly Cloudy
15/1/2024,6:00 AM,75 °F,94%,29.76 in,Mostly Cloudy
15/1/2024,6:30 AM,75 °F,94%,29.76 in,Mostly Cloudy
15/1/2024,7:00 AM,75 °F,94%,29.76 in,Mostly Cloudy
15/1/2024,7:30 AM,75 °F,100%,29.79 in,Mostly Cloudy
15/1/2024,8:00 AM,79 °F,94%,29.79 in,Mostly Cloudy
15/1/2024,8:30 AM,81 °F,89%,29.81 in,Mostly Cloudy
15/1/2024,9:00 AM,82 °F,84%,29.81 in,Mostly Cloudy
15/1/2024,9:30 AM,84 °F,84%,29.81 in,Partly Cloudy
15/1/2024,10:00 AM,86 °F,74%,29.81 in,Partly Cloudy
15/1/2024,10:30 AM,86 °F,74%,29.79 in,Partly Cloudy
15/1/2024,11:00 AM,86 °F,70%,29.79 in,Mostly Cloudy
15/1/2024,11:30 AM,88 °F,70%,29.79 in,Mostly Cloudy
15/1/2024,12:00 PM,90 °F,62%,29.79 in,Partly Cloudy
15/1/2024,12:30 PM,90 °F,62%,29.76 in,Partly Cloudy
15/1/2024,1:00 PM,90 °F,62%,29.76 in,Mostly Cloudy
15/1/2024,1:30 PM,90 °F,59%,29.73 in,Mostly Cloudy
15/1/2024,2:00 PM,90 °F,59%,29.73 in,Mostly Cloudy
15/1/2024,2:30 PM,90 °F,59%,29.70 in,Mostly Cloudy
15/1/2024,3:00 PM,88 °F,58%,29.70 in,Mostly Cloudy
15/1/2024,3:30 PM,90 °F,59%,29.70 in,Partly Cloudy
15/1/2024,4:00 PM,88 °F,62%,29.70 in,Fair
15/1/2024,4:30 PM,88 °F,58%,29.70 in,Fair
15/1/2024,5:00 PM,86 °F,66%,29.70 in,Fair
15/1/2024,5:30 PM,86 °F,62%,29.70 in,Fair
15/1/2024,6:00 PM,84 °F,70%,29.70 in,Fair
15/1/2024,6:30 PM,82 °F,74%,29.73 in,Fair
15/1/2024,7:00 PM,82 °F,74%,29.73 in,Fair
15/1/2024,7:30 PM,82 °F,74%,29.73 in,Fair
15/1/2024,8:00 PM,81 °F,84%,29.76 in,Fair
15/1/2024,8:30 PM,81 °F,84%,29.76 in,Fair
15/1/2024,9:00 PM,81 °F,84%,29.79 in,Fair
15/1/2024,9:30 PM,79 °F,83%,29.79 in,Fair
15/1/2024,10:00 PM,77 °F,89%,29.79 in,Fair
15/1/2024,10:30 PM,79 °F,89%,29.79 in,Partly Cloudy
15/1/2024,11:00 PM,77 °F,94%,29.79 in,Partly Cloudy
15/1/2024,11:30 PM,77 °F,94%,29.79 in,Partly Cloudy
16/1/2024,12:00 AM,77 °F,94%,29.79 in,Partly Cloudy
16/1/2024,12:30 AM,77 °F,94%,29.79 in,Partly Cloudy
16/1/2024,1:00 AM,77 °F,94%,29.76 in,Partly Cloudy
16/1/2024,1:30 AM,77 °F,94%,29.76 in,Partly Cloudy
16/1/2024,2:00 AM,77 °F,94%,29.76 in,Partly Cloudy
16/1/2024,2:30 AM,77 °F,94%,29.73 in,Partly Cloudy
16/1/2024,3:00 AM,77 °F,94%,29.73 in,Partly Cloudy
16/1/2024,3:30 AM,77 °F,94%,29.73 in,Partly Cloudy
16/1/2024,4:00 AM,77 °F,94%,29.73 in,Mostly Cloudy
16/1/2024,4:30 AM,77 °F,94%,29.73 in,Light Rain
16/1/2024,5:00 AM,77 °F,94%,29.73 in,Light Rain
16/1/2024,5:30 AM,77 °F,94%,29.73 in,Mostly Cloudy
16/1/2024,6:00 AM,77 °F,94%,29.73 in,Mostly Cloudy
16/1/2024,6:30 AM,77 °F,94%,29.73 in,Mostly Cloudy
16/1/2024,7:00 AM,77 °F,94%,29.76 in,Mostly Cloudy
16/1/2024,7:30 AM,77 °F,94%,29.76 in,Mostly Cloudy
16/1/2024,8:00 AM,77 °F,100%,29.79 in,Mostly Cloudy
16/1/2024,8:30 AM,81 °F,94%,29.79 in,Mostly Cloudy
16/1/2024,9:00 AM,82 °F,89%,29.79 in,Mostly Cloudy
16/1/2024,9:30 AM,84 °F,84%,29.79 in,Mostly Cloudy
16/1/2024,10:00 AM,86 °F,84%,29.79 in,Mostly Cloudy
16/1/2024,10:30 AM,86 °F,79%,29.79 in,Mostly Cloudy
16/1/2024,11:00 AM,90 °F,70%,29.79 in,Mostly Cloudy
16/1/2024,11:30 AM,90 °F,70%,29.76 in,Mostly Cloudy / Windy
16/1/2024,12:00 PM,88 °F,70%,29.76 in,Mostly Cloudy
16/1/2024,12:30 PM,90 °F,66%,29.76 in,Partly Cloudy / Windy
16/1/2024,1:00 PM,90 °F,66%,29.73 in,Partly Cloudy
16/1/2024,1:30 PM,90 °F,66%,29.73 in,Partly Cloudy
16/1/2024,2:00 PM,90 °F,66%,29.70 in,Partly Cloudy
16/1/2024,2:30 PM,88 °F,66%,29.70 in,Partly Cloudy
16/1/2024,3:00 PM,90 °F,62%,29.70 in,Partly Cloudy
16/1/2024,3:30 PM,88 °F,66%,29.70 in,Partly Cloudy
16/1/2024,4:00 PM,88 °F,66%,29.70 in,Partly Cloudy
16/1/2024,4:30 PM,86 °F,70%,29.70 in,Partly Cloudy
16/1/2024,5:00 PM,86 °F,70%,29.70 in,Fair
16/1/2024,5:30 PM,84 °F,74%,29.70 in,Fair
16/1/2024,6:00 PM,84 °F,74%,29.73 in,Fair
16/1/2024,6:30 PM,82 °F,79%,29.73 in,Mostly Cloudy
16/1/2024,7:00 PM,82 °F,79%,29.73 in,Mostly Cloudy
16/1/2024,7:30 PM,82 °F,79%,29.76 in,Partly Cloudy
16/1/2024,8:00 PM,82 °F,79%,29.76 in,Fair
16/1/2024,8:30 PM,82 °F,79%,29.76 in,Fair
16/1/2024,9:00 PM,82 °F,79%,29.79 in,Partly Cloudy
16/1/2024,9:30 PM,82 °F,79%,29.79 in,Partly Cloudy
16/1/2024,10:00 PM,82 °F,79%,29.79 in,Partly Cloudy
16/1/2024,10:30 PM,82 °F,79%,29.79 in,Light Rain
16/1/2024,11:00 PM,81 °F,84%,29.79 in,Mostly Cloudy
16/1/2024,11:30 PM,81 °F,84%,29.79 in,Partly Cloudy
17/1/2024,12:00 AM,79 °F,89%,29.79 in,Partly Cloudy
17/1/2024,12:30 AM,79 °F,89%,29.76 in,Partly Cloudy
17/1/2024,1:00 AM,79 °F,89%,29.76 in,Light Rain
17/1/2024,1:30 AM,79 °F,89%,29.73 in,Partly Cloudy
17/1/2024,2:00 AM,81 °F,84%,29.73 in,Partly Cloudy
17/1/2024,2:30 AM,81 °F,84%,29.73 in,Partly Cloudy
17/1/2024,3:00 AM,81 °F,84%,29.70 in,Partly Cloudy
17/1/2024,3:30 AM,81 °F,84%,29.70 in,Partly Cloudy
17/1/2024,4:00 AM,81 °F,79%,29.70 in,Partly Cloudy
17/1/2024,4:30 AM,79 °F,83%,29.70 in,Partly Cloudy
17/1/2024,5:00 AM,77 °F,89%,29.70 in,Partly Cloudy
17/1/2024,5:30 AM,77 °F,89%,29.73 in,Partly Cloudy
17/1/2024,6:00 AM,77 °F,89%,29.73 in,Partly Cloudy
17/1/2024,6:30 AM,77 °F,89%,29.73 in,Mostly Cloudy
17/1/2024,7:00 AM,77 °F,94%,29.73 in,Mostly Cloudy
17/1/2024,7:30 AM,81 °F,84%,29.73 in,Mostly Cloudy
17/1/2024,8:00 AM,82 °F,79%,29.76 in,Mostly Cloudy
17/1/2024,8:30 AM,84 °F,79%,29.76 in,Partly Cloudy
17/1/2024,9:00 AM,84 °F,79%,29.79 in,Mostly Cloudy
17/1/2024,9:30 AM,86 °F,74%,29.79 in,Mostly Cloudy
17/1/2024,10:00 AM,86 °F,70%,29.79 in,Light Rain
17/1/2024,10:30 AM,82 °F,79%,29.79 in,Mostly Cloudy
17/1/2024,11:00 AM,86 °F,74%,29.79 in,Mostly Cloudy
17/1/2024,11:30 AM,88 °F,66%,29.79 in,Mostly Cloudy / Windy
17/1/2024,12:00 PM,88 °F,62%,29.76 in,Mostly Cloudy / Windy
17/1/2024,12:30 PM,90 °F,62%,29.76 in,Mostly Cloudy / Windy
17/1/2024,1:00 PM,88 °F,62%,29.73 in,Mostly Cloudy / Windy
17/1/2024,1:30 PM,88 °F,62%,29.73 in,Mostly Cloudy / Windy
17/1/2024,2:00 PM,90 °F,59%,29.70 in,Partly Cloudy
17/1/2024,2:30 PM,90 °F,59%,29.70 in,Partly Cloudy
17/1/2024,3:00 PM,90 °F,59%,29.70 in,Partly Cloudy
17/1/2024,3:30 PM,88 °F,62%,29.70 in,Partly Cloudy
17/1/2024,4:00 PM,88 °F,62%,29.70 in,Partly Cloudy
